S1 Real/Imag g,S1  0-Z:0-Z,S2 Real/Imag g,S2 0-Z:0-Z
(0.018548623860596337+0j),(0.0021804084825688807-0.004281716634779915j),(0.018548623860596337+0j),(0.003541775621860764+0.02897284219798214j)
(0.01855818993788391+0j),(0.0049793974890636-0.025518839712722362j),(0.01855818993788391+0j),(0.08634725460251998+0.04660521243764262j)
(0.018567756015171476+0j),(0.007421773574107552+0.0018092139754312397j),(0.018567756015171476+0j),(-0.015324833192448787+0.021813813676221698j)
(0.018577322092459048+0j),(-0.0016728551080591402-0.006549045765757651j),(0.018577322092459048+0j),(0.0324421791482432-0.0015664147488156587j)
(0.018586888169746615+0j),(0.001979658819784499-0.004706573127409631j),(0.018586888169746615+0j),(0.013643273589874588+0.010604480033418007j)
(0.018596454247034183+0j),(0.002021289760622477-0.0010106328135423722j),(0.018596454247034183+0j),(0.004686253420076526+0.007902591670464141j)
(0.018606020324321754+0j),(0.01251947941796195-0.003909295928405845j),(0.018606020324321754+0j),(0.012740429406161508+0.048524666467250975j)
(0.018615586401609322+0j),(0.007126062545213394-0.005419742104641481j),(0.018615586401609322+0j),(0.031624080419814224+0.02823946939906676j)
(0.01862515247889689+0j),(-0.00776069159245849+0.008222442155304608j),(0.01862515247889689+0j),(-0.03103926497014094-0.03487801558540863j)
(0.01863471855618446+0j),(-0.0011261118437544658-0.004368304847892969j),(0.01863471855618446+0j),(0.0204550452979587-0.006470407803224318j)
(0.01864428463347203+0j),(-0.0016216812355143806+0.0012868741940641351j),(0.01864428463347203+0j),(-0.010043782599909384-0.007867079477980026j)
(0.018653850710759597+0j),(-0.002550829246622076-0.001765577402277923j),(0.018653850710759597+0j),(0.0012886482463940001-0.009382783982771589j)
(0.018663416788047168+0j),(-0.0024037009139003633-2.8151974123466236e-05j),(0.018663416788047168+0j),(-0.004847496078170418-0.006459300500614399j)
(0.018672982865334736+0j),(0.00681982284810938-0.0025981999334667165j),(0.018672982865334736+0j),(0.005574451318422163+0.019376103072229152j)
(0.018682548942622307+0j),(0.011521837326329281-0.00978504792691599j),(0.018682548942622307+0j),(0.03445580999068147+0.02802451263478966j)
(0.018692115019909875+0j),(0.0005536884758147626+0.006135261771972863j),(0.018692115019909875+0j),(-0.016327093191433547+0.00336546331781495j)
(0.018701681097197442+0j),(0.00016119268767883502-0.003348786037273018j),(0.018701681097197442+0j),(0.01298245737770358-0.002663377182877125j)
(0.018711247174485014+0j),(0.001214102939710445+0.00018918529168835308j),(0.018711247174485014+0j),(-0.0005643121307060553+0.004533275479085975j)
(0.01872081325177258+0j),(0.00022362589433689577+0.00037754246410452697j),(0.01872081325177258+0j),(-0.0007322506688472801+0.0009392129858652496j)
(0.01873037932906015+0j),(0.0007754168428900173+0.003714110794792133j),(0.01873037932906015+0j),(-0.009649965277329236+0.006435915033088493j)
(0.01873994540634772+0j),(0.0013594449773948378+0.0018722975738542603j),(0.01873994540634772+0j),(-0.001792139571151675+0.003617057756358161j)
(0.018749511483635288+0j),(-0.002680379730037197-0.004703282154589683j),(0.018749511483635288+0j),(0.006351429821621545-0.015550174466675936j)
(0.01875907756092286+0j),(0.002453742640472603-8.64931756215062e-05j),(0.01875907756092286+0j),(0.004630891028379125+0.005771722358271076j)
(0.018768643638210427+0j),(-0.0005823947464848759-0.0006943196133327472j),(0.018768643638210427+0j),(0.00017205076574412879-0.004631932280078765j)
(0.018778209715497995+0j),(0.0002951664508525299-0.0008817133112062614j),(0.018778209715497995+0j),(0.0021496267064608186-0.0011226455841035587j)
(0.018787775792785566+0j),(0.00012960964110966737-0.0007018813102252629j),(0.018787775792785566+0j),(0.001870525599048317-0.0011717210450094815j)
(0.018797341870073134+0j),(0.0014430985520359682+0.0018203237206392327j),(0.018797341870073134+0j),(-0.0020897724027507843+0.005681314089943395j)
(0.0188069079473607+0j),(0.004005122519027753+0.0017882238686992371j),(0.0188069079473607+0j),(-0.0006678587626923521+0.008844862681325488j)
(0.018816474024648273+0j),(-0.0018977261007692146-0.0002955889644905094j),(0.018816474024648273+0j),(-0.0026409098597948585-0.00560127060461014j)
(0.01882604010193584+0j),(0.0011317975477815167-0.0006729669761404658j),(0.01882604010193584+0j),(0.0027159470030844817+0.0009257345219888393j)
(0.018835606179223408+0j),(0.0001309485010901657-0.00017890898185335592j),(0.018835606179223408+0j),(-0.00021933787161101386-0.0006302122489756086j)
(0.01884517225651098+0j),(0.00013971106775786864-0.0004086061074199296j),(0.01884517225651098+0j),(0.0007740332286068947-6.981169558443106e-05j)
(0.018854738333798547+0j),(-0.0007177360096203032-0.0004260743191920367j),(0.018854738333798547+0j),(-0.001875734671991504-0.002350068835501867j)
(0.01886430441108612+0j),(-0.00013410129771910278+0.000742394632893184j),(0.01886430441108612+0j),(-0.0009820068821835522-0.0015240671529528611j)
(0.018873870488373686+0j),(0.0019635881877052845-0.0009690774206786269j),(0.018873870488373686+0j),(0.0028322731955269516-0.001373518014480696j)
(0.018883436565661254+0j),(3.704514058639383e-05+0.0004919318687503872j),(0.018883436565661254+0j),(-0.0009060042520638038+0.0004154893439771223j)
(0.018893002642948825+0j),(0.000577440465124365-0.000414273758446013j),(0.018893002642948825+0j),(0.0012148660867386982-0.0009149857395979151j)
(0.018902568720236393+0j),(0.00023009169367007963-0.00045969667062456635j),(0.018902568720236393+0j),(-1.850747659147404e-05-7.740260642574941e-05j)
(0.01891213479752396+0j),(0.0004544346471980902-0.00034327327761577434j),(0.01891213479752396+0j),(6.652011658480036e-07+0.0003695977597970345j)
(0.018921700874811532+0j),(-0.00014299437222356834-7.951746081076833e-05j),(0.018921700874811532+0j),(-0.00011257291354170693-0.000750547390252183j)
(0.0189312669520991+0j),(-0.0003522912020013578+0.000814955796405893j),(0.0189312669520991+0j),(-0.000637320504711197-0.00025969332343705575j)
(0.018940833029386667+0j),(0.0005297101618731906-0.00045442378534733433j),(0.018940833029386667+0j),(-0.0008643111668976416-0.0017027688011539434j)
(0.01895039910667424+0j),(-7.076698874535692e-05-1.395784100192518e-05j),(0.01895039910667424+0j),(0.0002298834936142035+0.00012471549038875696j)
(0.018959965183961806+0j),(0.0003961096510604999-0.0005011955152878875j),(0.018959965183961806+0j),(-0.00036444145821027426-0.0013576949024885247j)
(0.018969531261249378+0j),(0.0002747412899397392-0.00021442987974134613j),(0.018969531261249378+0j),(-0.0006015874037039268-0.0005658657257739576j)
(0.018979097338536945+0j),(0.00027454338527891855+7.618700493533565e-05j),(0.018979097338536945+0j),(0.0009085977071910622-0.0001610546185033228j)
(0.018988663415824513+0j),(-0.00035281277657733763-0.0004909080914154273j),(0.018988663415824513+0j),(-0.0017204137502258013-0.0015373875705964205j)
(0.018998229493112084+0j),(0.00018673844663969646+0.0002405070296318344j),(0.018998229493112084+0j),(0.0010081138777478695+3.940735257583316e-05j)
(0.019007795570399652+0j),(-9.71330173184952e-06+8.79617182909449e-05j),(0.019007795570399652+0j),(-0.0007043081939379682+0.00012338431782162414j)
(0.01901736164768722+0j),(0.00021850044805535557+8.198711672208724e-05j),(0.01901736164768722+0j),(0.0006689827318281005+3.791250409951008e-05j)
(0.01902692772497479+0j),(0.0002441796103974563-0.00028881136465688307j),(0.01902692772497479+0j),(0.0006207280471858176-0.00022638744117732773j)
(0.01903649380226236+0j),(0.0003737136666180973-0.0001381827118686235j),(0.01903649380226236+0j),(-0.00011727087080939162-0.0005249621705093748j)
(0.01904605987954993+0j),(-3.753188893719939e-05-3.452172107686573e-05j),(0.01904605987954993+0j),(0.0003061877609250089-0.00045000216453881705j)
(0.019055625956837498+0j),(5.634089236341494e-05-0.00015882091775550367j),(0.019055625956837498+0j),(8.86396379313187e-05-0.00043214203350114733j)
(0.019065192034125066+0j),(0.00030475320795189523+0.00014891440024342276j),(0.019065192034125066+0j),(0.00027412546344163523+0.00014179331864345453j)
(0.019074758111412637+0j),(0.00020855435757757468-0.00019539654535680832j),(0.019074758111412637+0j),(0.0005857803771992419-0.00016805636894337973j)
(0.019084324188700204+0j),(0.00020203296593003135-6.833939400399253e-05j),(0.019084324188700204+0j),(0.0003737982367854103-0.00041610589817649596j)
(0.019093890265987772+0j),(-0.00015905271363347587-0.0001390872766960083j),(0.019093890265987772+0j),(-9.112882290264757e-05-0.00032257078901848076j)
(0.019103456343275343+0j),(0.0002123201127419521-0.00020934111968155987j),(0.019103456343275343+0j),(0.00018378482298430756-0.0013555347275644137j)
(0.01911302242056291+0j),(-0.00015815400526706692+8.830123640029094e-06j),(0.01911302242056291+0j),(-0.0003799936892848717-0.00012749723097721976j)
(0.01912258849785048+0j),(-6.329914532278896e-05-0.0003778876669670622j),(0.01912258849785048+0j),(0.0005848244990336991+0.0007752227589839371j)
(0.01913215457513805+0j),(7.043426645847654e-05-8.041370013323428e-05j),(0.01913215457513805+0j),(-0.0006271089323535273-3.6234916771139254e-05j)
(0.019141720652425618+0j),(0.00014974993174306749-0.00024436662214877215j),(0.019141720652425618+0j),(0.0004077537170554655-0.0006550683865964258j)
(0.01915128672971319+0j),(2.7096859687693225e-05-0.0002182856925315853j),(0.01915128672971319+0j),(-0.0002870333457827738-0.0004223839633339556j)
(0.019160852807000757+0j),(0.00023355030896915122-0.0002252930540589971j),(0.019160852807000757+0j),(0.0001922559479300844-0.0008656080924804245j)
(0.019170418884288325+0j),(5.993711078288569e-05-2.99346822877392e-05j),(0.019170418884288325+0j),(-0.0003541667397452353-0.0012097576878714394j)
(0.019179984961575896+0j),(0.00013930937572164054-0.00020289588018262535j),(0.019179984961575896+0j),(-0.0001332153927675398+0.00024715303240750437j)
(0.019189551038863464+0j),(0.00029616391427704275-9.47817095473084e-05j),(0.019189551038863464+0j),(0.00025314122168994756-0.0003392937362947088j)
(0.01919911711615103+0j),(1.7351908889560528e-05+0.000129044719594268j),(0.01919911711615103+0j),(0.0002504726812619709+0.0004394093544974778j)
(0.019208683193438603+0j),(-8.685611597470684e-05-0.00011546740260923092j),(0.019208683193438603+0j),(-1.1241775018525679e-05-0.00019472533967633405j)
(0.01921824927072617+0j),(6.526421890429906e-05-3.576533982102165e-05j),(0.01921824927072617+0j),(6.905631272236155e-05-0.0006208680306296666j)
(0.019227815348013738+0j),(-7.306752700172297e-05+6.920021795298442e-06j),(0.019227815348013738+0j),(-0.00039543285737987275-4.407826576961032e-05j)
(0.01923738142530131+0j),(-7.073757306107457e-05+0.00022415828563700674j),(0.01923738142530131+0j),(-0.0004576014857006565-5.598870133070521e-05j)
(0.019246947502588877+0j),(0.0001990760187759774+9.92061769306267e-05j),(0.019246947502588877+0j),(7.296549494715256e-05+3.132339019761703e-05j)
(0.01925651357987645+0j),(0.00022634525145440746-0.00019418050440317636j),(0.01925651357987645+0j),(0.0009200301568428132-0.0008433938405612691j)
(0.019266079657164016+0j),(7.795298688452598e-05-0.00021786519257705668j),(0.019266079657164016+0j),(-0.00010974333962029347-0.00026030513995924516j)
(0.019275645734451584+0j),(-0.00010624855640685813-0.00015394942102615175j),(0.019275645734451584+0j),(-0.0002993067659049406-0.00014066351751960054j)
(0.019285211811739155+0j),(0.00018918953545188244+7.06114614034338e-05j),(0.019285211811739155+0j),(4.141033633818435e-06-8.720524335616595e-05j)
(0.019294777889026723+0j),(-0.0003140693588134659-8.282737166715701e-05j),(0.019294777889026723+0j),(-0.000676754658566829-0.00031181606693425547j)
(0.01930434396631429+0j),(-0.0003590346416919827+0.00029316460721208216j),(0.01930434396631429+0j),(-0.001296022012272681+0.0008814253379425061j)
(0.019313910043601862+0j),(-0.00023198118300165815+0.0003326161924194932j),(0.019313910043601862+0j),(0.0002232476075622669+0.0006637132451846538j)
(0.01932347612088943+0j),(0.0005689136189332998+0.00017627727737847126j),(0.01932347612088943+0j),(0.0010813876029773027-0.0021730593388198686j)
(0.019333042198177+0j),(7.530131442977112e-05-0.00016548681517680256j),(0.019333042198177+0j),(-0.00019921886241374407+0.0003757686947470325j)
(0.01934260827546457+0j),(0.00021282880022600498-3.7370402651841566e-05j),(0.01934260827546457+0j),(8.383878408795616e-05-0.0010502807004710722j)
(0.019352174352752136+0j),(0.00022927665160033198-0.00027642633819394797j),(0.019352174352752136+0j),(-0.0004077966502327096+0.0003666024197488874j)
(0.019361740430039708+0j),(2.3504190775586708e-05-0.00031890984928176967j),(0.019361740430039708+0j),(0.0004006330693191701-0.00048720654758176477j)
(0.019371306507327275+0j),(7.36244888199975e-05-0.0003243978244932139j),(0.019371306507327275+0j),(-0.0022421308678935775-0.0018241506256596886j)
(0.019380872584614843+0j),(-0.000640861654625299-0.00012269902372503218j),(0.019380872584614843+0j),(-0.0016446052231108251+0.0006747103833987295j)
(0.019390438661902414+0j),(0.0002529394747245882+0.0003109778795777695j),(0.019390438661902414+0j),(0.0025624280550210236-2.9492693639422526e-05j)
(0.019400004739189982+0j),(-0.0005204735847558745+0.00028262772664546746j),(0.019400004739189982+0j),(0.00018188879729278835+0.0014928925219054243j)
(0.01940957081647755+0j),(-1.2166000139933226e-05+9.923344032963097e-05j),(0.01940957081647755+0j),(0.00043515910077457213-0.0001397200237398749j)
(0.01941913689376512+0j),(-0.000131642006207026+0.0004367176616124885j),(0.01941913689376512+0j),(0.0010589759318718388+0.0008818624246942014j)
(0.01942870297105269+0j),(-2.2788210053733558e-05+0.0002754365733449796j),(0.01942870297105269+0j),(0.0021292424892685683+0.0006324939207051084j)
(0.01943826904834026+0j),(0.0005375852367523681-8.42773525457309e-05j),(0.01943826904834026+0j),(-0.000746292188289668-0.0016124283799200932j)
(0.019447835125627828+0j),(-0.0003762841219684891-0.0010395071692928268j),(0.019447835125627828+0j),(-0.005213627710114036-0.0007894936536854727j)
(0.019457401202915395+0j),(0.00013829034888501054+0.00028036530838681536j),(0.019457401202915395+0j),(0.00165973540557449-0.0013428456206864608j)
(0.019466967280202967+0j),(-0.0004075661034282674-1.2874608156492594e-06j),(0.019466967280202967+0j),(-0.0008231440742938383+0.0013608838075126637j)
(0.019476533357490534+0j),(-9.61514623654433e-06+0.00035864448576414785j),(0.019476533357490534+0j),(0.00017215384793942107+0.00011690844250854035j)
(0.019486099434778102+0j),(-0.00029856948421798845-0.00019858788262588505j),(0.019486099434778102+0j),(-0.0004416723979060871+0.001128124671820687j)
(0.019495665512065673+0j),(-0.00025693293289448554+0.00016697219675703708j),(0.019495665512065673+0j),(0.002702468009512326+0.0027269134781379074j)
(0.01950523158935324+0j),(0.00026869930314526975+9.99565121121597e-05j),(0.01950523158935324+0j),(0.0027914536026300784+0.0014590316345707468j)
(0.01951479766664081+0j),(0.0004688076678576688-0.0005803490429926074j),(0.01951479766664081+0j),(-0.005955602201589646-0.003224944581321236j)
(0.01952436374392838+0j),(0.0004984772437175829+0.0005338990004229267j),(0.01952436374392838+0j),(0.0022514234386727373-0.0023946489874016137j)
(0.019533929821215948+0j),(-0.0002441912302917613+0.00035744711974409495j),(0.019533929821215948+0j),(-0.0008174933749686136-0.001140123248666147j)
(0.01954349589850352+0j),(0.00010301614673149627+0.00022461650084886444j),(0.01954349589850352+0j),(-0.00014372923616655993-0.001970588871411262j)
(0.019553061975791087+0j),(-0.0003558565251736955+0.0002651591433273001j),(0.019553061975791087+0j),(-0.0012364235876003676-0.002469669557586606j)
(0.019562628053078655+0j),(-0.00040383638497183867-7.997469943344423e-05j),(0.019562628053078655+0j),(0.0018614426798074669+0.0039379803680506965j)
(0.019572194130366226+0j),(-0.000855125186710829-0.0004677456877973369j),(0.019572194130366226+0j),(0.009449472563504844+0.005819071469331657j)
(0.019581760207653794+0j),(0.0005844478475695436-0.0004421427513524568j),(0.019581760207653794+0j),(-0.004819718749802688+0.00013242114246442386j)
(0.01959132628494136+0j),(0.0001440742078535138+0.00011223268030007859j),(0.01959132628494136+0j),(0.003339571145994151-0.0015244549065260705j)
(0.019600892362228933+0j),(-2.464218173489399e-05+0.0001741674338381766j),(0.019600892362228933+0j),(-0.0006599004130802866-0.0009016760293070267j)
(0.0196104584395165+0j),(0.00010192477539826247-0.00019996644157836796j),(0.0196104584395165+0j),(0.0014000937490175733-0.0011018301288934947j)
(0.01962002451680407+0j),(-0.0007051906059986554-6.131662041021216e-05j),(0.01962002451680407+0j),(0.0011638135309867852-0.0022688919729856134j)
(0.01962959059409164+0j),(1.4738659826555337e-05+0.00014619688363741546j),(0.01962959059409164+0j),(-0.002023430878534717-0.002364578500985975j)
(0.019639156671379207+0j),(0.000171630620439632-0.0002597950892784735j),(0.019639156671379207+0j),(-0.0010143376315319556+0.0058668967312701095j)
